time_s,obj_id,class,pred_cx_m,pred_cy_m,pred_w_m,pred_h_m,confidence,is_spurious,method
0.0,102,berm,7.628825336238019,25.14989859155971,3.2972626627080257,11.025150627320626,0.854467831825163,False,proposed
0.0,-1,truck,-6.4486092598916605,0.00401253196258524,2.4725530840166705,3.884153727651747,0.5204988734100525,True,proposed
0.5,101,truck,20.752452909452778,-60.45907353909617,2.1961981438206912,4.121409884543162,0.926256194036659,False,proposed
0.5,102,berm,8.485369001474796,26.25522935345607,3.504111001773606,10.2692433196704,0.7159944770583677,False,proposed
0.5,103,truck,-17.23782502087669,59.96971659716245,2.3521394019970305,5.196707204437796,0.7582064957596472,False,proposed
0.5,-1,berm,-29.452761061903594,-3.872720195079218,2.789654816145645,4.510308006263434,0.41223727551761585,True,proposed
1.0,101,truck,20.6093981315003,-58.174881222759204,2.312574007527029,4.482135772647003,0.99,False,proposed
1.5,101,truck,19.467686393696837,-58.783229426046795,2.357093077859542,4.477243317602654,0.8656409916728788,False,proposed
1.5,102,berm,7.73569787071075,25.65474315412003,3.3405313756192965,11.711851168295052,0.8299955742442314,False,proposed
1.5,103,truck,-18.164743557826522,59.32978744395581,2.3429873340512586,5.167682692680888,0.8120973876261186,False,proposed
1.5,-1,truck,34.876191539454425,2.1413772500486106,2.0099026731866774,1.8297809996978942,0.30111013875364034,True,proposed
2.0,101,truck,19.624159690904136,-58.47828259281555,2.1754187547242,4.3652129174634435,0.8157629717552217,False,proposed
2.0,102,berm,7.380457886251631,24.61063828065406,3.399932289022937,10.949176660601772,0.5962327006166956,False,proposed
2.0,-1,berm,-43.18362306209098,2.8613461262571187,2.026092157162281,3.722924111944049,0.10678151389970689,True,proposed
2.5,101,truck,21.017740035215798,-59.17946892459159,2.2592821550361935,4.041304978923002,0.8237582980705528,False,proposed
2.5,102,berm,8.582886668912227,25.374573362439545,3.450603727042433,10.370047218747409,0.6745734263263937,False,proposed
2.5,103,truck,-17.903520863500518,58.73426449391209,2.3768650786899914,5.036764121660339,0.876920687113046,False,proposed
3.0,101,truck,21.42822998400466,-58.54466817512593,2.2394063573531198,4.212389419893016,0.7332243730958793,False,proposed
3.0,102,berm,7.997222118400495,25.35719336986903,3.4012640215415635,11.171746937670397,0.8331750007345948,False,proposed
3.0,103,truck,-19.34942386532394,58.93326756426331,2.404075225827276,5.150294356915415,0.8023384074157037,False,proposed
3.0,-1,truck,22.585393545086504,-14.867007194088927,2.720424650710212,4.386316967958487,0.6351393557711885,True,proposed
3.5,101,truck,21.95241209219503,-57.76890144153479,2.093736604710098,4.53877524237003,0.29304575066108624,False,proposed
3.5,103,truck,-18.138049895791085,57.53621221683957,2.336189589869024,5.009070651808723,0.6937601036268959,False,proposed
4.0,101,truck,22.72735078479088,-57.75926611007229,2.1581647537914934,4.717370758100976,0.9179335370893628,False,proposed
4.0,103,truck,-19.59924053044227,58.07911695623426,2.22198088103361,5.422204834601309,0.7066956443520838,False,proposed
4.5,101,truck,22.6906876719571,-57.60741999525737,2.0948126383126833,4.518573935299627,0.7402170055534041,False,proposed
4.5,102,berm,7.189594787518675,25.066865293113285,3.471050013383472,11.092748716587892,0.6823875517601488,False,proposed
5.0,101,truck,21.696191597723825,-57.71286901132436,2.186724246053878,4.819966602752757,0.9657962909918686,False,proposed
5.0,102,berm,7.0678317865016504,25.137604395915094,3.35903988710953,10.949381021249962,0.8246673306303741,False,proposed
5.5,101,truck,22.965547978700855,-56.95851093621339,2.1133279297868426,4.0851976089908035,0.5350644260596407,False,proposed
5.5,102,berm,7.334436210210217,26.126141033309132,3.3657126758579246,11.482432066077982,0.9029613508420014,False,proposed
5.5,103,truck,-19.17367959866815,56.97543977569443,2.271932188607294,5.12943883764547,0.5721952310087275,False,proposed
6.0,102,berm,9.14734699274173,23.795061738264486,3.516250009962503,10.301861716611233,0.8181163066826529,False,proposed
6.0,103,truck,-17.821529761235038,55.92247744260165,2.110117118190119,4.645087677002255,0.667276153276555,False,proposed
6.5,101,truck,23.046110821079004,-55.60372716897522,2.2556105352482207,4.546080222201158,0.7533868597947595,False,proposed
6.5,102,berm,7.086606659565717,25.651330321129272,3.132439044464155,11.500618394075836,0.950789396210705,False,proposed
6.5,103,truck,-20.24735239696952,56.78113711936682,2.3213892813539,4.906091299890049,0.9394725526833194,False,proposed
